PARTY,ELECTORATE,SURNAME,FIRST NAME(S), TOTAL DONATIONS , TOTAL EXPENSES ,2020 Donor Return Part A Name and Steet Address,Date received,Contributions,Amount,Title,Name,Company/Org,Address,Other detail,Money or Goods and Services,Part B Contribution Name and Address,Date received,Donor Part A,Amount,Name,Company/Org,Address,Other detail,Money or Goods and Services,Notes
Māori Party,Ikaroa-Rāwhiti,TE AU-SKIPWORTH,Heather,,,"Heretaunga Branch Lynley Aitcheson-Johnson, 403 Pakowhai Rd, Hstgs 4120",10/9/2020,NO," $2,000.00 ",,Lynley Aitcheson-Johnson,Heretaunga Branch,"403 Pakowhai Rd, Hstgs 4120",,Money,,,,,,,,,,
Māori Party,Ikaroa-Rāwhiti,TE AU-SKIPWORTH,Heather,,,"Hilton Collier, 1st Floor Marina View, 6 Reads Quay, Gisborne 4010",,NO," $3,334.78 ",,Hilton Collier,,"1st Floor Marina View, 6 Reads Quay, Gisborne 4010",,Money,,,,,,,,,,Missing date
National Party,Whanganui,HIPANGO,Harete," $15,500.00 "," $22,161.33 ",,,,,,,,,,,,,,,,,,,,
National Party,Whanganui,HIPANGO,Harete,,,"NZ National Party Papakura, 41 Pipitea St, Wellington",4/14/2020,NO," $5,000.00 ",,,NZ National Party Papakura,"41 Pipitea St, Wellington",,Money,,,,,,,,,,Missing name of individual at whose direction the donation was made
National Party,Whanganui,HIPANGO,Harete,,,"Nukuhau Carhon Limited, 48A Rata Street, Hawera",6/30/2020,NO," $2,500.00 ",,,Nukuhau Carhon Limited,"48A Rata Street, Hawera",,Money,,,,,,,,,,
National Party,Whanganui,HIPANGO,Harete,,,"Helen Walker, 48A Rata Street, Hawera",8/5/2020,NO," $2,500.00 ",,Helen Walker,,"48A Rata Street, Hawera",,Money,,,,,,,,,,
National Party,Whanganui,HIPANGO,Harete,,,"NZ National Party Rangitikei, 41 Pipitea St, Wellington",9/7/2020,NO, $500.00 ,,,NZ National Party Rangitikei,"41 Pipitea St, Wellington",,Money,,,,,,,,,,Missing name of individual at whose direction the donation was made
National Party,Whanganui,HIPANGO,Harete,,,"NZ National Party Papakura, 41 Pipitea St, Wellington",9/9/2020,NO," $2,500.00 ",,,NZ National Party Papakura,"41 Pipitea St, Wellington",,Money,,,,,,,,,,Missing name of individual at whose direction the donation was made
National Party,Whanganui,HIPANGO,Harete,,,"NZ National Party North Shore, 41 Pipitea St, Wellington",10/2/2020,NO," $2,500.00 ",,,NZ National Party North Shore,"41 Pipitea St, Wellington",,Money,,,,,,,,,,Missing name of individual at whose direction the donation was made
Labour Party,Tauranga,TINETTI,Jan," $15,734.32 "," $1,812.42 ",,,,,,,,,,,,,,,,,,,,
Labour Party,Tauranga,TINETTI,Jan,,,"TAURANGA LABOUR ELECTORATE COMMITTEE, 31 ROBINS ROAD, TAURANGA",01/04/20-16/10/20,NO," $13,734.32 ",,,TAURANGA LABOUR ELECTORATE COMMITTEE,"31 ROBINS ROAD, TAURANGA",,Money,,,,,,,,,,Missing name of individual at whose direction the donation was made
Labour Party,Tauranga,TINETTI,Jan,,,"COLIN STEVENSON, 7/22 CLIFF RD., TAURANGA, 3110",10/15/2020,NO," $2,000.00 ",,COLIN STEVENSON,,"7/22 CLIFF RD., TAURANGA, 3110",,Money,,,,,,,,,,
Labour Party,Northcote,HALBERT,Shanan," $15,789.80 "," $21,955.70 ",,,,,,,,,,,,,,,,,,,,
Labour Party,Northcote,HALBERT,Shanan,,,"Margaret Ann Hartley, 74 Island Bay Road, Beach Haven, Auckland 0626","7/02/20, 8/06/20, 6/07/20, 12/10/20",NO," $2,200.00 ",,Margaret Ann Hartley,,"74 Island Bay Road, Beach Haven, Auckland 0626",,Money,,,,,,,,,,
Labour Party,Northcote,HALBERT,Shanan,,,"Mary Theresa O'Brien, 9A Valhalla Drive, Beach Haven, Auckand 0626","7/12/19, 28/05/20",NO," $2,000.00 ",,Mary Theresa O'Brien,,"9A Valhalla Drive, Beach Haven, Auckand 0626",,Money,,,,,,,,,,
Labour Party,Northcote,HALBERT,Shanan,,,"Jack Jia, 6 Sophora Way, Albany, Auckland 0626",6/17/2020,NO," $2,000.00 ",,Jack Jia,,"6 Sophora Way, Albany, Auckland 0626",,Money,,,,,,,,,,
Labour Party,Northcote,HALBERT,Shanan,,,"Northcote Labour Electorate Committee, c/- 28 Beach Haven Road, Beach Haven, Auckland 0626","20/04/20,17/07/20 20/09/20,19/10/20",NO," $6,589.80 ",,,Northcote Labour Electorate Committee,"c/- 28 Beach Haven Road, Beach Haven, Auckland 0626",,Money,,,,,,,,,,Missing name of individual at whose direction the donation was made
Labour Party,Northcote,HALBERT,Shanan,,,"Northcote Labour Electorate Committee, c/- 28 Beach Haven Road, Beach Haven, Auckland 0626","9/11/20, 22/01/21",NO," $3,000.00 ",,,Northcote Labour Electorate Committee,"c/- 28 Beach Haven Road, Beach Haven, Auckland 0626",,Money,,,,,,,,,,Missing name of individual at whose direction the donation was made
National Party,Rangitīkei,McKELVIE,Ian," $15,875.59 "," $15,982.27 ",,,,,,,,,,,,,,,,,,,,
National Party,Rangitīkei,McKELVIE,Ian,,,"NZ National Party Rangitikei Electorate, 41 Pipitea St, Wellington",Jan-Oct 2020,NO," $15,975.59 ",,,NZ National Party Rangitikei Electorate,"41 Pipitea St, Wellington",,Money,,,,,,,,,,Date information incomplete; Missing name of individual at whose direction the donation was made
Labour Party,Banks Peninsula,McLELLAN,Tracey Lee," $16,031.64 "," $17,778.81 ",,,,,,,,,,,,,,,,,,,,
Labour Party,Banks Peninsula,McLELLAN,Tracey Lee,,,"NZLP Sumnr/Ferrymd Branch, 642 Ferry Road, Chch",9/30/2020,NO," $2,500.00 ",,,NZLP Sumnr/Ferrymd Branch,"642 Ferry Road, Chch",,Money,,,,,,,,,,Missing name of individual at whose direction the donation was made
Labour Party,Banks Peninsula,McLELLAN,Tracey Lee,,,"NZLP Lyttelton Branch, 642 Ferry Road, Chch",9/30/2020,NO," $1,864.00 ",,,NZLP Lyttelton Branch,"642 Ferry Road, Chch",,Money,,,,,,,,,,Missing name of individual at whose direction the donation was made
Labour Party,Banks Peninsula,McLELLAN,Tracey Lee,,,"NZLP Halswell Branch, 642 Ferry Road, Chch",9/30/2020,NO," $1,659.00 ",,,NZLP Halswell Branch,"642 Ferry Road, Chch",,Money,,,,,,,,,,Missing name of individual at whose direction the donation was made
Labour Party,Banks Peninsula,McLELLAN,Tracey Lee,,,"Bread and Roses Auction, Ken Maynard, Treasurer, 642 Ferry Road, Chch",8/11/2020,YES," $10,008.64 ",,,,"642 Ferry Road, Chch","Bread and Roses Auction, Ken Maynard Treasurer",Money,,,,,,,,,,
Labour Party,Banks Peninsula,McLELLAN,Tracey Lee,,,"Bread and Roses Auction, Ken Maynard, Treasurer, 642 Ferry Road, Chch",8/11/2020,YES,,,,,"642 Ferry Road, Chch","Bread and Roses Auction, Ken Maynard Treasurer",Money,"Neil Dawson, 553 Main Road, Wainui 7582",8/11/2020,Bread and Roses," $5,000.00 ",Neil Dawson,,"553 Main Road, Wainui 7582",,Money,
Labour Party,Banks Peninsula,McLELLAN,Tracey Lee,,,"Bread and Roses Auction, Ken Maynard, Treasurer, 642 Ferry Road, Chch",8/11/2020,YES,,,,,"642 Ferry Road, Chch","Bread and Roses Auction, Ken Maynard Treasurer",Money,"Marian Maguire, 192 Bealey Ave, Christchurch 8013",8/11/2020,Bread and Roses," $2,220.00 ",Marian Maguire,,"192 Bealey Ave, Christchurch 8013",,Money,
Labour Party,Whanganui,LEWIS,Steph," $16,809.49 "," $20,767.17 ",,,,,,,,,,,,,,,,,,,,
Labour Party,Whanganui,LEWIS,Steph,,,"Whanganui LEC, 1 Bell Street Whanganui",18/02/20-16/10/20,NO," $16,809.49 ",,,Whanganui LEC,1 Bell Street Whanganui,,Money,,,,,,,,,,Missing name of individual at whose direction the donation was made
Vision New Zealand,Takanini,GEORGE,Ngatai," $16,848.20 "," $16,848.20 ",,,,,,,,,,,,,,,,,,,,
Vision New Zealand,Takanini,GEORGE,Ngatai,,,"George Ngatai, WO Community Clinic, 25 Druces Road, Auckland","03/07/20, 04/07/20, 07/06/20, 21/08/20, 28/08/20, 05/10/20, 23/10/20",NO," $16,848.20 ",,George Ngatai,WO Community Clinic,"25 Druces Road, Auckland",,Money,,,,,,,,,,
National Party,Kaikōura,SMITH,Stuart," $17,337.00 "," $17,409.35 ",,,,,,,,,,,,,,,,,,,,
National Party,Kaikōura,SMITH,Stuart,,,"Andy Wiltshire, 224 Wrekin, RD2, Blenheim",6/25/2020,NO," $5,000.00 ",,Andy Wilshire,,"224 Wrekin, RD2, Blenheim",,Money,,,,,,,,,,
National Party,Kaikōura,SMITH,Stuart,,,"Warren Croft, 36 Scott St, Blenheim",8/19/2020,NO," $2,000.00 ",,Warren Croft,,"36 Scott St, Blenheim",,Money,,,,,,,,,,
National Party,Kaikōura,SMITH,Stuart,,,"NZ National Party, Kaikoura Electorate, 41 Pipitea St Wellington",01/04/20-17/10/20,NO," $10,337.00 ",,,"NZ National Party, Kaikoura Electorate","41 Pipitea St, Wellington",,Money,,,,,,,,,,Missing name of individual at whose direction the donation was made
National Party,Wigram,CAMPBELL,Hamish," $17,350.10 "," $9,983.43 ",,,,,,,,,,,,,,,,,,,,
National Party,Wigram,CAMPBELL,Hamish,,,"Wigram Electorate New Zealand National Party, 41 Pipitea Electorate","25/7/20, 27/8/20",NO," $9,210.10 ",,,Wigram Electorate New Zealand National Party,"41 Pipitea St, Wellington",,Money,,,,,,,,,,Missing name of individual at whose direction the donation was made
National Party,Wigram,CAMPBELL,Hamish,,,"Canterbury Nationalist Centre Inc (Ross Leckie, Chair), 11 Wardour Mews, Avonhead, Christchurch",8/20/2020,NO," $8,140.00 ",,,"Canterbury Nationalist Centre (Ross Leckie, Chair)","11 Wardour Mews, Avonhead, Christchurch","(Ross Leckie, Chair)",Money,,,,,,,,,,
National Party,Ōhāriu,HUDSON,Brett," $17,500.00 "," $17,438.99 ",,,,,,,,,,,,,,,,,,,,
National Party,Ōhāriu,HUDSON,Brett,,,"Ohariu Electorate NZ National Party, 41 Pipitea St, Wgtn",7/15/2020,NO," $5,000.00 ",,,Ohariu Electorate NZ National Party,"41 Pipitea St, Wellington",,Money,,,,,,,,,,Missing name of individual at whose direction the donation was made
National Party,Ōhāriu,HUDSON,Brett,,,"Ohariu Electorate NZ National Party, 41 Pipitea St, Wgtn",10/6/2020,NO," $7,000.00 ",,,Ohariu Electorate NZ National Party,"41 Pipitea St, Wellington",,Money,,,,,,,,,,Missing name of individual at whose direction the donation was made
National Party,Ōhāriu,HUDSON,Brett,,,"Ohariu Electorate NZ National Party, 41 Pipitea St, Wgtn",10/28/2020,NO," $1,500.00 ",,,Ohariu Electorate NZ National Party,"41 Pipitea St, Wellington",,Money,,,,,,,,,,Missing name of individual at whose direction the donation was made
National Party,Ōhāriu,HUDSON,Brett,,,"Ohariu Electorate NZ National Party, 41 Pipitea St, Wgtn",10/31/2020,NO," $4,000.00 ",,,Ohariu Electorate NZ National Party,"41 Pipitea St, Wellington",,Money,,,,,,,,,,Missing name of individual at whose direction the donation was made
Labour Party,Taieri,LEARY,Ingrid," $18,519.42 "," $13,655.66 ",,,,,,,,,,,,,,,,,,,,
Labour Party,Taieri,LEARY,Ingrid,,,"Dunedin South Labour Electorate Committee, 68 Macandrew Road, South Dunedin, Dunedin 9012","11/03/20, 17/06/20, 21/9/20",NO," $7,375.66 ",,,Dunedin South Labour Electorate Committee,"68 Macandrew Road, South Dunedin, Dunedin 9012",,Money,,,,,,,,,,Missing name of individual at whose direction the donation was made
Labour Party,Taieri,LEARY,Ingrid,,,"Dunedin South Labour Electorate Committee, 68 Macandrew Road, South Dunedin, Dunedin 9012",1/01/20,NO," $3,343.76 ",,,Dunedin South Labour Electorate Committee,"68 Macandrew Road, South Dunedin, Dunedin 9012",(bank balance donation at start of campaign),Money,,,,,,,,,,Missing name of individual at whose direction the donation was made
Labour Party,Taieri,LEARY,Ingrid,,,"Harmony World Limited, 6 Sophora Way, Albany, Auckland 0632",28/04/20,NO," $2,800.00 ",,,Harmony World Limited,"6 Sophora Way, Albany, Auckland 0632",,Money,,,,,,,,,,
Labour Party,Taieri,LEARY,Ingrid,,,"Rail and Maritime Union (RMTU), PO Box 1103, Welington 6140 . Level 1, Tramways Building, 1 Thorndon Quay, Pipitea, Welington 6011",20/08/20,NO," $3,000.00 ",,,Rail and Maritime Union (RMTU),"PO Box 1103, Welington 6140 . Level 1, Tramways Building, 1 Thorndon Quay, Pipitea, Welington 6011",,Money,,,,,,,,,,
Labour Party,Taieri,LEARY,Ingrid,,,"Otago/Southland Meatworkers Union, PO Box 1364 Dunedin, 3 Stafford St, Dunedin 9016",22/06/20,NO," $2,000.00 ",,,Otago/Southland Meatworkers Union,"PO Box 1364 Dunedin, 3 Stafford St, Dunedin 9016",,Money,,,,,,,,,,
National Party,East Coast Bays,STANFORD,Erica," $19,048.00 "," $20,639.97 ",,,,,,,,,,,,,,,,,,,,
National Party,East Coast Bays,STANFORD,Erica,,,"NZ National Party - East Coast Bays, National Party House - 41 Pipitea St, Wellington",10/16/2020,NO," $19,048.00 ",,,NZ National Party - East Coast Bays,"National Party House, 41 Pipitea St, Wellington",,Money,,,,,,,,,,Missing name of individual at whose direction the donation was made
National Party,Mt Roskill,PARMAR,Parmjeet," $19,085.58 "," $16,159.48 ",,,,,,,,,,,,,,,,,,,,
National Party,Mt Roskill,PARMAR,Parmjeet,,,"NZ National Party Mt Roskill Electorate, 41 Pipitea St, Wgtn",7/14/2020,NO, $374.71 ,,,NZ National Party Mt Roskill Electorate,"41 Pipitea St, Wellington",,Money,,,,,,,,,,Missing name of individual at whose direction the donation was made
National Party,Mt Roskill,PARMAR,Parmjeet,,,"NZ National Party Mt Roskill Electorate, 41 Pipitea St, Wgtn",7/17/2020,NO, $343.85 ,,,NZ National Party Mt Roskill Electorate,"41 Pipitea St, Wellington",,Money,,,,,,,,,,Missing name of individual at whose direction the donation was made
National Party,Mt Roskill,PARMAR,Parmjeet,,,"NZ National Party Mt Roskill Electorate, 41 Pipitea St, Wgtn",7/17/2020,NO, $917.13 ,,,NZ National Party Mt Roskill Electorate,"41 Pipitea St, Wellington",,Money,,,,,,,,,,Missing name of individual at whose direction the donation was made
National Party,Mt Roskill,PARMAR,Parmjeet,,,"NZ National Party Mt Roskill Electorate, 41 Pipitea St, Wgtn",8/3/2020,NO, $934.38 ,,,NZ National Party Mt Roskill Electorate,"41 Pipitea St, Wellington",,Money,,,,,,,,,,Missing name of individual at whose direction the donation was made
National Party,Mt Roskill,PARMAR,Parmjeet,,,"NZ National Party Mt Roskill Electorate, 41 Pipitea St, Wgtn",9/18/2020,NO, $753.48 ,,,NZ National Party Mt Roskill Electorate,"41 Pipitea St, Wellington",,Money,,,,,,,,,,Missing name of individual at whose direction the donation was made
National Party,Mt Roskill,PARMAR,Parmjeet,,,"NZ National Party Mt Roskill Electorate, 41 Pipitea St, Wgtn",8/19/2020,NO," $1,306.03 ",,,NZ National Party Mt Roskill Electorate,"41 Pipitea St, Wellington",,Money,,,,,,,,,,Missing name of individual at whose direction the donation was made
National Party,Mt Roskill,PARMAR,Parmjeet,,,"NZ National Party Mt Roskill Electorate, 41 Pipitea St, Wgtn",10/20/2020,NO, $563.38 ,,,NZ National Party Mt Roskill Electorate,"41 Pipitea St, Wellington",,Money,,,,,,,,,,Missing name of individual at whose direction the donation was made
National Party,Mt Roskill,PARMAR,Parmjeet,,,"NZ National Party Mt Roskill Electorate, 41 Pipitea St, Wgtn",11/20/2020,NO," $1,725.00 ",,,NZ National Party Mt Roskill Electorate,"41 Pipitea St, Wellington",,Money,,,,,,,,,,Missing name of individual at whose direction the donation was made
National Party,Mt Roskill,PARMAR,Parmjeet,,,"NZ National Party Mt Roskill Electorate, 41 Pipitea St, Wgtn",11/2/2020,NO," $1,292.96 ",,,NZ National Party Mt Roskill Electorate,"41 Pipitea St, Wellington",,Money,,,,,,,,,,Missing name of individual at whose direction the donation was made
National Party,Mt Roskill,PARMAR,Parmjeet,,,"NZ National Party Mt Roskill Electorate, 41 Pipitea St, Wgtn",11/20/2020,NO," $2,701.94 ",,,NZ National Party Mt Roskill Electorate,"41 Pipitea St, Wellington",,Money,,,,,,,,,,Missing name of individual at whose direction the donation was made
National Party,Mt Roskill,PARMAR,Parmjeet,,,"NZ National Party Mt Roskill Electorate, 41 Pipitea St, Wgtn",10/12/2020,NO," $4,405.59 ",,,NZ National Party Mt Roskill Electorate,"41 Pipitea St, Wellington",,Money,,,,,,,,,,Missing name of individual at whose direction the donation was made
National Party,Mt Roskill,PARMAR,Parmjeet,,,"NZ National Party Mt Roskill Electorate, 41 Pipitea St, Wgtn",10/16/2020,NO," $1,000.00 ",,,NZ National Party Mt Roskill Electorate,"41 Pipitea St, Wellington",,Money,,,,,,,,,,Missing name of individual at whose direction the donation was made
National Party,Mt Roskill,PARMAR,Parmjeet,,,"NZ National Party Mt Roskill Electorate, 41 Pipitea St, Wgtn",9/18/2020,NO, $52.50 ,,,NZ National Party Mt Roskill Electorate,"41 Pipitea St, Wellington",,Money,,,,,,,,,,Missing name of individual at whose direction the donation was made
National Party,Mt Roskill,PARMAR,Parmjeet,,,"NZ National Party Mt Roskill Electorate, 41 Pipitea St, Wgtn",10/20/2020,NO, $51.00 ,,,NZ National Party Mt Roskill Electorate,"41 Pipitea St, Wellington",,Money,,,,,,,,,,Missing name of individual at whose direction the donation was made
National Party,Mt Roskill,PARMAR,Parmjeet,,,"NZ National Party Mt Roskill Electorate, 41 Pipitea St, Wgtn",9/18/2020,NO, $165.00 ,,,NZ National Party Mt Roskill Electorate,"41 Pipitea St, Wellington",,Money,,,,,,,,,,Missing name of individual at whose direction the donation was made
National Party,Mt Roskill,PARMAR,Parmjeet,,,"NZ National Party Mt Roskill Electorate, 41 Pipitea St, Wgtn",11/2/2020,NO, $15.00 ,,,NZ National Party Mt Roskill Electorate,"41 Pipitea St, Wellington",,Money,,,,,,,,,,Missing name of individual at whose direction the donation was made
National Party,Mt Roskill,PARMAR,Parmjeet,,,"NZ National Party Mt Roskill Electorate, 41 Pipitea St, Wgtn",12/18/2020,NO, $264.45 ,,,NZ National Party Mt Roskill Electorate,"41 Pipitea St, Wellington",,Money,,,,,,,,,,Missing name of individual at whose direction the donation was made
National Party,Mt Roskill,PARMAR,Parmjeet,,,"NZ National Party Mt Roskill Electorate, 41 Pipitea St, Wgtn",7/31/2020,NO," $2,219.18 ",,,NZ National Party Mt Roskill Electorate,"41 Pipitea St, Wellington",,Money,,,,,,,,,,Missing name of individual at whose direction the donation was made
Labour Party,Christchurch East,WILLIAMS,Poto," $19,222.00 "," $15,906.72 ",,,,,,,,,,,,,,,,,,,,
Labour Party,Christchurch East,WILLIAMS,Poto,,,"Chch East Labour Electorate Committee (Hugh Perry, Chair, 55 Waratah St, Avondale, Christchurch 8061)",01/08/20-21/10/20,NO," $19,222.00 ",,,Chch East Labour Electorate Committee,"55 Waratah St, Avondale, Christchurch 8061","Hugh Perry, Chair",Money,,,,,,,,,,
National Party,West Coast-Tasman,PUGH,Maureen," $19,512.88 "," $19,207.45 ",,,,,,,,,,,,,,,,,,,,
National Party,West Coast-Tasman,PUGH,Maureen,,,"NZ National Party, Papakura electorate, 41 Pipitea St, Wn",1/3/2020,NO," $5,000.00 ",,,"NZ National Party, Papakura electorate","41 Pipitea St, Wn",,Money,,,,,,,,,,Missing name of individual at whose direction the donation was made
National Party,West Coast-Tasman,PUGH,Maureen,,,"NZ National Party, East Coast Bays electorate, 41 Pipitea St, Wn",2/17/2020,NO," $1,500.00 ",,,"NZ National Party, East Coast Bays electorate","41 Pipitea St, Wn",,Money,,,,,,,,,,Missing name of individual at whose direction the donation was made
National Party,West Coast-Tasman,PUGH,Maureen,,,"Hon Christopher Finlayson, 33 Townsend Road, Miramar",7/9/2020,NO," $1,501.00 ", Hon  ,Christopher Finlayson,,"33 Townsend Road, Miramar",,Money,,,,,,,,,,
National Party,West Coast-Tasman,PUGH,Maureen,,,"NZ National Party, West Coast Tasman electorate, 41 Pipitea St, Wellington","12/10/20, 2/11/20",NO," $11,511.88 ",,,"NZ National Party, West Coast Tasman electorate","41 Pipitea St, Wellington",,Money,,,,,,,,,,Missing name of individual at whose direction the donation was made
Labour Party,Ōtaki,NGOBI,Terisa," $19,532.91 "," $24,357.11 ",,,,,,,,,,,,,,,,,,,,
Labour Party,Ōtaki,NGOBI,Terisa,,,"Otaki Labour Electorate Committee, 81 Otaihanga Road,Paraparaumu ",16/06/20-04/11/20 ,NO," $18,332.91 ",,,Otaki Labour Electorate Committee,"81 Otaihanga Road,Paraparaumu",,Money,,,,,,,,,,Missing name of individual at whose direction the donation was made
Labour Party,Ōtaki,NGOBI,Terisa,,,"Kaye Signs, 15 Power Street, Levin ",6/1/2020,NO," $1,200.00 ",,Kaye Signs,,"15 Power Street, Levin ",,Money,,,,,,,,,,
Labour Party,Rangitata,LUXTON,Jo," $19,747.50 "," $16,202.81 ",,,,,,,,,,,,,,,,,,,,
Labour Party,Rangitata,LUXTON,Jo,,,"NZ Labour Party Timaru branch, 152 Church Street, Timaru","29/07/20, 6/09/20, 01/10/20",NO," $19,747.50 ",,,NZ Labour Party Timaru branch,"152 Church Street, Timaru",,Money,,,,,,,,,,Missing name of individual at whose direction the donation was made
National Party,Panmure-Ōtāhuhu,BAKSHI,Kanwaljit Singh," $20,000.00 "," $16,206.68 ",,,,,,,,,,,,,,,,,,,,
National Party,Panmure-Ōtāhuhu,BAKSHI,Kanwaljit Singh,,,"NZ National Party, Panmure-Otahuhu electorate, 41 Pipitea St, Wellington",6/29/2020,NO," $20,000.00 ",,,"NZ National Party, Panmure-Otahuhu electorate","41 Pipitea St, Wellington",,Money,,,,,,,,,,Missing name of individual at whose direction the donation was made
National Party,Ilam,BROWNLEE,Gerry," $20,000.00 "," $5,753.56 ",,,,,,,,,,,,,,,,,,,,
National Party,Ilam,BROWNLEE,Gerry,,,"NZ National Party, 41 Pipitea St, Wellington",3/14/2020,NO," $20,000.00 ",,,NZ National Party,"41 Pipitea St, Wellington",,Money,,,,,,,,,,Missing name of individual at whose direction the donation was made
Māori Party,Te Tai Hauāuru,NGAREWA-PACKER,Debbie," $20,000.00 "," $22,840.29 ",,,,,,,,,,,,,,,,,,,,
Māori Party,Te Tai Hauāuru,NGAREWA-PACKER,Debbie,,,Maori Party National Office,5/22/2020,YES," $20,000.00 ",,,Maori Party National Office,,,Money,,,,,,,,,,Missing address; Missing Part B entry; Missing name of individual at whose direction the donation was made
National Party,Auckland Central,MELLOW,Emma," $20,080.95 "," $20,080.95 ",,,,,,,,,,,,,,,,,,,,
National Party,Auckland Central,MELLOW,Emma,,,"Michael Scott Ballantyne, 30 Bella Vista Road, Herne Bay, Auckland",9/23/2020,NO," $2,000.00 ",,Michael Scott Ballantyne,,"30 Bella Vista Road, Herne Bay, Auckland",,Money,,,,,,,,,,
National Party,Auckland Central,MELLOW,Emma,,,"NZ National Party, Auckland Central electorate, 41 Pipitea St, Wellington",10/8/20-17/10/20,NO," $18,080.00 ",,,"NZ National Party, Auckland Central electorate","41 Pipitea St, Wellington",,Money,,,,,,,,,,Missing name of individual at whose direction the donation was made;
Labour Party,Panmure-Ōtāhuhu,SALESA,Jenny," $20,288.50 "," $16,214.07 ",,,,,,,,,,,,,,,,,,,,
Labour Party,Panmure-Ōtāhuhu,SALESA,Jenny,,,"Mercury Printz, 42d Lambie Drive, Manukau Auckland.",8/14/2020,NO," $2,288.50 ",,,Mercury Printz,"42d Lambie Drive, Manukau Auckland.",,Money,,,,,,,,,,
Labour Party,Panmure-Ōtāhuhu,SALESA,Jenny,,,"Panmure-Otahuhu Labour Electorate Committee. - Labour Fale, 7 Fulton Cres, Otara, Auckland",,NO," $18,000.00 ",,,Panmure-Otahuhu Labour Electorate Committee,"Labour Fale, 7 Fulton Cres, Otara, Auckland",,Money,,,,,,,,,,"Date information incomplete (Regular montly donation frm 1 Oct2017""); Missing name of individual at whose direction the donation was made"
